Id,SalePrice
1461,179321
1462,176995.64876
1463,201709.11041
1464,209230.67964
1465,217460.41165
1466,176027.4766
1467,169907.8777
1468,165146.61624
1469,206903.17938
1470,123990.11005
1471,188942.12374
1472,100657.80879
1473,107408.0215
1474,155500.28042
1475,126862.75268
1476,179321
1477,232026.22524
1478,179321
1479,323603.62856
1480,179321
1481,301580.30612
1482,224832.47802
1483,205450.33026
1484,170306.25389
1485,169821.32447
1486,217681.34698
1487,179321
1488,240638.45274
1489,218291.59726
1490,185120.50712
1491,185025.19602
1492,116678.17736
1493,164380.21496
1494,179321
1495,179321
1496,207783.99297
1497,189537.80841
1498,157229.14675
1499,157229.14675
1500,145837.33001
1501,171694.42311
1502,170294.2669
1503,277848.23737
1504,239771.55737
1505,168051.28762
1506,179321
1507,215303.04221
1508,204976.5177
1509,169491.77926
1510,150467.35737
1511,126876.36968
1512,179321
1513,143732.21252
1514,148431.98585
1515,176167.48755
1516,174033.29317
1517,146773.83983
1518,166840.84758
1519,201478.7955
1520,130385.3779
1521,144462.59941
1522,172151.97551
1523,179321
1524,124262.12388
1525,136697.55502
1526,125222.38204
1527,127447.43366
1528,131406.61955
1529,142390.5938
1530,170957.5444
1531,111037.59138
1532,91766.72324
1533,143934.04125
1534,114400.52688
1535,136344.19967
1536,108730.04497
1537,179321
1538,165892.63192
1539,184206.05043
1540,104759.20391
1541,131725.84379
1542,179321
1543,186169.93567
1544,77055.031765
1545,124216.09269
1546,133270.06003
1547,137249.58261
1548,143786.80388
1549,119169.86315
1550,130878.72815
1551,121133.82044
1552,114538.04049
1553,119664.69679
1554,120362.88254
1555,179321
1556,179321
1557,104557.52468
1558,179321
1559,110022.40101
1560,134333.71147
1561,125861.58702
1562,153681.23047
1563,114785.07947
1564,179321
1565,133883.98584
1566,215167.84068
1567,110622.40841
1568,190885.64059
1569,110601.43837
1570,149966.50962
1571,179321
1572,102931.24402
1573,197033.16633
1574,116437.32175
1575,189832.64076
1576,179321
1577,211978.4719
1578,149305.46354
1579,179321
1580,208203.03477
1581,134891.34743
1582,134441.79073
1583,332494.04552
1584,231065.37196
1585,146291.00102
1586,80674.135577
1587,145928.91106
1588,133790.19807
1589,103698.49835
1590,123800.16088
1591,96611.075273
1592,129009.17048
1593,179321
1594,111359.73684
1595,118738.11192
1596,250588.58125
1597,196002.66484
1598,209513.30902
1599,167458.28738
1600,182837.69892
1601,46562.202871
1602,111701.43433
1603,51208.512402
1604,276474.48392
1605,179321
1606,194295.68515
1607,235717.72578
1608,200452.51494
1609,206391.49442
1610,134822.10989
1611,138508.89934
1612,178698.53382
1613,195462.10476
1614,179321
1615,82671.875023
1616,82671.875023
1617,88461.421521
1618,115759.2525
1619,154276.87017
1620,153338.03871
1621,131128.06245
1622,143186.57388
1623,315138.58322
1624,178481.31842
1625,136273.35163
1626,163348.75805
1627,195977.98027
1628,267421.63247
1629,171393.65654
1630,350924.62774
1631,255649.04495
1632,247927.30428
1633,156160.27971
1634,179766.32778
1635,184370.43487
1636,196817.2111
1637,252551.27314
1638,233498.0211
1639,179929.62416
1640,260658.57124
1641,151493.81433
1642,179321
1643,223976.48487
1644,202539.98138
1645,166222.24688
1646,143148.65028
1647,163897.1363
1648,161083.13976
1649,129976.82087
1650,113452.69546
1651,116986.5807
1652,100657.80879
1653,100305.99816
1654,146188.72949
1655,151159.62527
1656,144966.4879
1657,146188.72949
1658,142980.49708
1659,179321
1660,129766.60487
1661,490524.07818
1662,378236.10271
1663,179321
1664,179321
1665,373701.77323
1666,179321
1667,179321
1668,179321
1669,179321
1670,380973.60453
1671,250518.52853
1672,179321
1673,179321
1674,250404.83584
1675,189667.41419
1676,190400.2453
1677,205658.7609
1678,179321
1679,330009.08072
1680,179321
1681,277170.47696
1682,259475.18388
1683,204580.59736
1684,187829.60878
1685,160488.96685
1686,162640.15856
1687,169821.32447
1688,181836.83537
1689,207709.39203
1690,188631.89137
1691,181625.41116
1692,272702.78366
1693,169821.32447
1694,179321
1695,162367.744
1696,179321
1697,176434.94391
1698,373678.19741
1699,179321
1700,203277.00449
1701,179321
1702,179321
1703,290400.19342
1704,262272.47545
1705,207490.79573
1706,325748.02623
1707,243213.89663
1708,207541.78591
1709,179321
1710,179321
1711,210499.49101
1712,179321
1713,319927.31488
1714,213703.13696
1715,221766.82936
1716,179864.14157
1717,177309.78405
1718,138537.39578
1719,186139.88623
1720,179321
1721,172363.9417
1722,125278.02846
1723,148151.24746
1724,190829.6821
1725,179321
1726,168798.05274
1727,169858.81092
1728,200951.02349
1729,179321
1730,163319.35742
1731,129079.74041
1732,140276.32449
1733,128072.62981
1734,127964.73041
1735,128649.50502
1736,128126.44371
1737,368816.67396
1738,179321
1739,253705.29131
1740,179321
1741,187784.1258
1742,171694.42311
1743,175198.5332
1744,328044.61791
1745,267518.86233
1746,232029.3288
1747,214105.99158
1748,242944.15544
1749,149369.16184
1750,151047.47591
1751,232281.2997
1752,125581.27777
1753,168963.66033
1754,192365.45789
1755,181901.08535
1756,111723.51476
1757,116306.49981
1758,149231.97242
1759,157472.35991
1760,161923.44043
1761,162240.14119
1762,179321
1763,158741.22054
1764,81868.827788
1765,206918.76009
1766,169202.33802
1767,193045.63878
1768,123960.06525
1769,196012.44597
1770,145774.13043
1771,145302.80579
1772,75217.450618
1773,123792.49487
1774,213637.62675
1775,142026.66067
1776,117880.15888
1777,114841.69144
1778,177562.93745
1779,102655.27573
1780,172762.60833
1781,110574.00772
1782,65960.962647
1783,141995.3634
1784,99759.532939
1785,124944.29665
1786,150307.01561
1787,157422.25532
1788,60954.267322
1789,109336.59103
1790,89894.417923
1791,179321
1792,173897.21578
1793,129701.95003
1794,144291.60865
1795,139423.47478
1796,120194.9446
1797,143932.93083
1798,125973.56388
1799,116353.69947
1800,118193.61341
1801,124820.92608
1802,152287.33576
1803,159877.58629
1804,144187.75338
1805,139215.0994
1806,179321
1807,149924.54113
1808,110817.4555
1809,92306.445468
1810,115775.84117
1811,83967.355713
1812,99111.540816
1813,128074.797
1814,93268.446051
1815,63695.089161
1816,86835.633521
1817,133216.43848
1818,179321
1819,123707.09237
1820,77339.254991
1821,179321
1822,179321
1823,57594.93309
1824,142548.65687
1825,120932.94696
1826,125147.32045
1827,119432.25785
1828,111105.93653
1829,179321
1830,142999.60218
1831,137345.71848
1832,119658.36546
1833,179321
1834,130063.63044
1835,122913.81766
1836,124339.23097
1837,86659.686937
1838,114302.24272
1839,96206.56641
1840,119371.92407
1841,135335.80533
1842,179321
1843,153758.48021
1844,115238.55684
1845,138028.75798
1846,144407.46762
1847,173631.0479
1848,63624.210471
1849,99852.480847
1850,179321
1851,153727.81532
1852,131888.54833
1853,179321
1854,161729.26585
1855,147121.1311
1856,230727.30391
1857,130435.86797
1858,158249.32739
1859,118378.85607
1860,156058.93881
1861,117846.74771
1862,300614.18289
1863,300614.18289
1864,300614.18289
1865,179321
1866,346025.40159
1867,179321
1868,179321
1869,193561.64434
1870,259104.99601
1871,243716.31375
1872,168478.46248
1873,255991.49168
1874,146738.00885
1875,195760.85395
1876,162747.81701
1877,194098.37346
1878,217594.68882
1879,142668.00571
1880,121208.38251
1881,179321
1882,242739.51953
1883,218114.33101
1884,210150.09578
1885,233916.79704
1886,296056.15774
1887,205468.8114
1888,297330.26118
1889,164321.54177
1890,104378.76461
1891,137464.59865
1892,119906.88858
1893,179321
1894,140799.59639
1895,179321
1896,113245.3393
1897,101995.2404
1898,126932.17071
1899,173955.39251
1900,179321
1901,162939.47991
1902,179321
1903,226380.18456
1904,157662.37009
1905,201862.73032
1906,179321
1907,203210.13655
1908,124417.07342
1909,139185.61149
1910,125837.34701
1911,189108.69744
1912,322121.60704
1913,137390.25679
1914,56336.932266
1915,358345.4794
1916,52084.515514
1917,203683.46918
1918,179321
1919,150526.11762
1920,176025.7763
1921,179321
1922,179321
1923,212000.63581
1924,232158.09695
1925,226025.7809
1926,179321
1927,141214.24285
1928,135129.86525
1929,120560.87309
1930,133783.45346
1931,179321
1932,135128.17617
1933,185922.09911
1934,195057.11955
1935,158001.39255
1936,172960.51456
1937,172845.88635
1938,153954.34659
1939,249199.80395
1940,217460.41165
1941,179934.01606
1942,215550.6732
1943,215770.054
1944,303655.65244
1945,374074.62093
1946,226801.94921
1947,179321
1948,218946.5811
1949,218463.37463
1950,164541.5211
1951,288790.89226
1952,233604.66076
1953,159383.07958
1954,179321
1955,133069.29223
1956,179321
1957,189388.07757
1958,179321
1959,143048.36184
1960,112472.49961
1961,123219.87906
1962,100657.80879
1963,92187.068747
1964,101875.27605
1965,143789.50878
1966,151097.72992
1967,280268.28267
1968,396910.73884
1969,380640.85236
1970,437322.51278
1971,179321
1972,179321
1973,255184.917
1974,290303.42594
1975,533496.94452
1976,272113.59568
1977,321643.39654
1978,244263.07122
1979,372357.95075
1980,206756.64977
1981,179321
1982,244636.39467
1983,244636.39467
1984,177902.29453
1985,219704.85494
1986,220412.92613
1987,179321
1988,176518.04141
1989,200132.17101
1990,225116.33406
1991,205658.7609
1992,207218.2725
1993,178675.56572
1994,219741.06736
1995,175720.19681
1996,246965.75784
1997,179321
1998,179321
1999,228432.10795
2000,179321
2001,179321
2002,192639.49289
2003,179321
2004,223490.99336
2005,214785.30232
2006,215120.85784
2007,241497.06166
2008,180326.90562
2009,165295.07786
2010,180546.19897
2011,139505.31665
2012,176165.11848
2013,176993.41258
2014,159749.33347
2015,182219.12254
2016,147641.15278
2017,183251.53619
2018,128271.85639
2019,134324.66005
2020,118880.31384
2021,124782.37893
2022,200904.08811
2023,162732.80225
2024,256453.6448
2025,449415.79441
2026,217949.61818
2027,144766.17442
2028,181329.91886
2029,163119.8384
2030,317258.72512
2031,179321
2032,251407.07708
2033,272803.80886
2034,167511.4366
2035,187437.47945
2036,198949.76158
2037,199807.15081
2038,366192.37629
2039,261276.21821
2040,393253.40338
2041,390962.485
2042,179321
2043,161308.71108
2044,191277.72295
2045,218680.26329
2046,170904.93684
2047,150944.25553
2048,124274.98432
2049,175532.64636
2050,179321
2051,179321
2052,143059.31678
2053,141666.84929
2054,179321
2055,133720.91197
2056,136618.08808
2057,134746.66602
2058,184107.70476
2059,122865.99562
2060,153442.77634
2061,192185.35002
2062,133227.54061
2063,124507.45389
2064,172011.23503
2065,126959.26454
2066,172658.63014
2067,123114.46684
2068,185744.94775
2069,81470.20562
2070,108464.02018
2071,83488.212315
2072,179321
2073,154606.57468
2074,200849.7633
2075,179321
2076,123826.95193
2077,179321
2078,134909.38434
2079,144066.43351
2080,128216.88477
2081,140518.18064
2082,152874.10402
2083,137809.19289
2084,55819.135927
2085,132016.07272
2086,99462.22244
2087,112388.68368
2088,71749.522709
2089,87124.500833
2090,125465.63731
2091,94565.495093
2092,119368.88593
2093,128657.87703
2094,116556.949
2095,179321
2096,67543.647939
2097,96281.747363
2098,179321
2099,68826.039179
2100,80452.288504
2101,109294.55895
2102,128421.34644
2103,92293.618451
2104,145655.40764
2105,101976.9488
2106,72082.581265
2107,180155.15009
2108,100564.78915
2109,96067.589112
2110,125997.65393
2111,170667.10374
2112,140994.43177
2113,130234.26171
2114,93178.500727
2115,160634.09349
2116,139697.52852
2117,154218.47905
2118,133199.99063
2119,100952.51284
2120,179321
2121,179321
2122,108844.64213
2123,91747.541496
2124,178372.89788
2125,136776.19073
2126,172481.45729
2127,143506.97382
2128,125529.93825
2129,109342.10379
2130,115554.54378
2131,146506.82008
2132,100352.39188
2133,127019.48798
2134,112825.92602
2135,90095.808959
2136,64651.678545
2137,128206.86625
2138,146923.09925
2139,148713.71705
2140,123620.85594
2141,115097.05455
2142,128266.33411
2143,135585.38749
2144,142411.86464
2145,133026.00611
2146,156490.61507
2147,173567.03453
2148,122381.53797
2149,155105.17978
2150,213935.41576
2151,179321
2152,128565.97759
2153,163942.80712
2154,100882.91896
2155,121689.65628
2156,248532.38238
2157,204485.29569
2158,203079.17365
2159,187725.61101
2160,175942.812
2161,276993.88603
2162,179321
2163,392622.10476
2164,179321
2165,204260.88124
