Id,SalePrice
1461,133945.47593
1462,156121.49197
1463,193698.57369
1464,197979.07293
1465,203963.06272
1466,173776.92978
1467,172446.16378
1468,161978.40396
1469,200117.65668
1470,130847.95267
1471,186258.24504
1472,101674.29702
1473,103355.80762
1474,147726.08779
1475,108995.18439
1476,370607.69797
1477,241878.12933
1478,293365.67941
1479,305280.22677
1480,572870.60006
1481,352152.03861
1482,212281.84954
1483,183963.16173
1484,173500.95826
1485,175142.59697
1486,196120.71419
1487,333272.377
1488,219788.99052
1489,199672.4547
1490,235729.62282
1491,189556.99657
1492,97229.954613
1493,174326.27424
1494,273136.42442
1495,277031.79036
1496,215733.19035
1497,193736.44531
1498,174617.03302
1499,162745.52164
1500,164755.65109
1501,184865.57354
1502,160023.49982
1503,210170.08895
1504,243408.14755
1505,232342.46947
1506,201876.25318
1507,277606.77033
1508,206627.71319
1509,161541.23263
1510,150060.8409
1511,143837.22586
1512,179456.47568
1513,144398.08278
1514,136366.12735
1515,179321
1516,143758.21095
1517,171377.80373
1518,135344.13441
1519,216803.9065
1520,131567.3116
1521,135955.28493
1522,163861.95019
1523,126886.6603
1524,118366.93881
1525,120184.64334
1526,109210.40476
1527,116845.67033
1528,144360.06454
1529,136975.62817
1530,179321
1531,179321
1532,99518.875261
1533,147509.37896
1534,118758.74773
1535,159598.80801
1536,118493.81837
1537,79426.555611
1538,118148.58328
1539,152819.94465
1540,111334.67248
1541,179321
1542,161967.96123
1543,173156.71682
1544,95383.872196
1545,109412.48742
1546,124400.85102
1547,179321
1548,138398.31765
1549,118723.31993
1550,140496.5444
1551,102822.45724
1552,145337.1026
1553,145208.69514
1554,114749.18402
1555,173877.10451
1556,179321
1557,100679.3469
1558,93104.661747
1559,68644.273345
1560,136347.30249
1561,125902.05049
1562,134400.76818
1563,123330.44245
1564,138343.17085
1565,147977.35102
1566,231432.64863
1567,87876.399224
1568,226066.53263
1569,148640.11847
1570,128300.94963
1571,119373.91501
1572,140132.36969
1573,229129.96837
1574,140199.36858
1575,229493.02289
1576,230970.55222
1577,188386.96205
1578,129416.08809
1579,138085.5919
1580,182002.71149
1581,158475.85542
1582,128133.72003
1583,272781.8106
1584,224879.09885
1585,140770.64428
1586,179321
1587,93403.609795
1588,150397.02311
1589,93262.849112
1590,130403.07975
1591,103401.03552
1592,119761.38491
1593,114586.0528
1594,179321
1595,119761.62924
1596,247923.73298
1597,202162.40128
1598,221885.78016
1599,168446.97546
1600,167088.38662
1601,92354.206071
1602,132597.2684
1603,63393.07436
1604,286470.51387
1605,227320.50488
1606,164568.45557
1607,179523.21847
1608,210548.65505
1609,184251.35813
1610,159430.14155
1611,146973.81199
1612,184480.42336
1613,176491.07422
1614,103984.74723
1615,87454.140756
1616,83888.422821
1617,91644.578858
1618,130172.74972
1619,141925.45555
1620,188662.60031
1621,150119.22428
1622,153025.68529
1623,252864.17057
1624,233439.82923
1625,109628.78207
1626,163869.05234
1627,187678.5939
1628,289892.26215
1629,173527.82549
1630,366546.25028
1631,226835.99753
1632,245977.4296
1633,169888.87372
1634,196428.33972
1635,175668.77633
1636,155447.92578
1637,212182.41573
1638,181651.51899
1639,187232.01233
1640,257664.90906
1641,183855.6747
1642,262800.49531
1643,222395.01214
1644,234507.94851
1645,209938.28663
1646,145456.92947
1647,151170.19417
1648,138303.02783
1649,133607.40326
1650,119503.36096
1651,139110.7608
1652,99729.469933
1653,99290.622694
1654,155883.6862
1655,128880.30677
1656,143741.81075
1657,157038.45932
1658,160264.69345
1659,123960.19961
1660,156818.15104
1661,445378.77594
1662,412024.0948
1663,380786.66573
1664,541926.26736
1665,308396.02719
1666,313594.42171
1667,370577.67789
1668,335608.83399
1669,276843.02956
1670,333778.96883
1671,265974.66967
1672,414580.63713
1673,282080.46581
1674,244029.59699
1675,205489.3654
1676,198128.72631
1677,208999.95888
1678,480419.61956
1679,400524.78594
1680,331095.14096
1681,239230.38524
1682,300164.99613
1683,192708.94659
1684,176649.40097
1685,178930.75345
1686,174822.23487
1687,166462.30003
1688,190013.14782
1689,196316.19794
1690,189280.05694
1691,179683.68431
1692,234015.87372
1693,176310.95297
1694,177793.48439
1695,150901.21454
1696,268850.90013
1697,150903.1967
1698,349145.34627
1699,288861.44009
1700,257650.12417
1701,273154.24042
1702,252065.97118
1703,231039.94191
1704,258995.20007
1705,222432.7142
1706,474160.09481
1707,213177.01588
1708,211794.29814
1709,243054.16932
1710,225547.83974
1711,244628.2801
1712,256776.38486
1713,282297.40835
1714,235716.568
1715,215669.99351
1716,174537.50718
1717,176961.02309
1718,143847.78924
1719,215622.02398
1720,235083.93925
1721,168640.27803
1722,142244.96535
1723,166617.50647
1724,203386.11791
1725,226907.70565
1726,204041.9725
1727,159553.25826
1728,173975.40433
1729,150289.45084
1730,132413.78799
1731,121650.43612
1732,133101.47117
1733,119093.24712
1734,117758.29522
1735,132890.93183
1736,114183.10404
1737,179321
1738,234501.71804
1739,273024.12971
1740,235213.75569
1741,195431.11409
1742,184871.74593
1743,181421.25531
1744,345568.2432
1745,240251.33935
1746,210024.43647
1747,218412.32728
1748,245310.37179
1749,165725.12447
1750,133811.712
1751,244591.91599
1752,119490.6027
1753,165026.35178
1754,192864.44332
1755,163257.48527
1756,120750.36701
1757,116203.93002
1758,148956.67445
1759,179321
1760,173731.15114
1761,138586.80283
1762,185402.079
1763,178013.54339
1764,121249.09034
1765,188440.06263
1766,171725.5867
1767,211799.27635
1768,140698.96502
1769,147647.08811
1770,143176.411
1771,123025.6278
1772,152414.54718
1773,128456.47
1774,149800.28515
1775,125517.71555
1776,131019.63519
1777,104063.89629
1778,144237.20632
1779,121159.75197
1780,155910.82976
1781,131571.74625
1782,108498.86086
1783,146714.51108
1784,113110.21983
1785,128769.34125
1786,179321
1787,152201.24255
1788,76525.844587
1789,94173.843474
1790,97285.92255
1791,190735.2198
1792,158503.23337
1793,179321
1794,150705.86541
1795,128408.8958
1796,124300.57373
1797,117955.99365
1798,119849.18127
1799,108881.32633
1800,128474.90939
1801,148201.41388
1802,143152.4928
1803,157204.57117
1804,120588.18579
1805,126883.43094
1806,128105.66891
1807,108290.10898
1808,118031.14633
1809,119905.97821
1810,137995.46283
1811,76432.922273
1812,98372.241543
1813,126817.32535
1814,96661.339036
1815,76689.495449
1816,96082.520239
1817,129760.33097
1818,165745.89152
1819,133814.59613
1820,56974.49247
1821,105074.04099
1822,136593.15311
1823,45718.70977
1824,125158.39698
1825,145513.13859
1826,113742.52206
1827,111116.89065
1828,130430.11276
1829,137034.9232
1830,137057.55437
1831,179321
1832,56653.12431
1833,133866.70686
1834,123896.23326
1835,114363.95124
1836,138670.75156
1837,179321
1838,118787.0293
1839,99775.915318
1840,133184.22507
1841,126456.16031
1842,90974.079728
1843,129190.50798
1844,142306.44453
1845,152039.17804
1846,141456.08352
1847,177307.53988
1848,179321
1849,106576.63599
1850,118774.06558
1851,134720.61709
1852,121627.15961
1853,138747.17036
1854,159703.69012
1855,179321
1856,222097.40903
1857,135243.19301
1858,153412.63657
1859,116086.93288
1860,138304.02066
1861,115276.10002
1862,246278.80776
1863,244496.384
1864,244513.16456
1865,332709.25151
1866,323084.09678
1867,215517.57207
1868,259851.10599
1869,198100.42405
1870,205099.10963
1871,246649.30415
1872,171632.25862
1873,238536.81151
1874,148007.4041
1875,195311.84348
1876,196535.58813
1877,204185.19944
1878,209130.5237
1879,135839.1075
1880,130593.35092
1881,253392.88542
1882,240486.00964
1883,188976.96156
1884,208351.86923
1885,228327.25922
1886,272775.82595
1887,202516.54284
1888,243999.29564
1889,167641.9697
1890,179321
1891,142013.98836
1892,107752.74364
1893,179321
1894,120352.5782
1895,179321
1896,116563.20198
1897,101040.67499
1898,116325.08986
1899,164327.14088
1900,143877.18216
1901,179321
1902,188742.62159
1903,190314.03852
1904,151304.68647
1905,211021.46472
1906,179321
1907,227322.56398
1908,114151.55052
1909,143337.24352
1910,120669.89773
1911,242722.34617
1912,179321
1913,161683.38107
1914,52021.738848
1915,333550.14727
1916,179321
1917,238396.71188
1918,135885.46483
1919,167393.60987
1920,175812.29022
1921,390361.49299
1922,320294.15751
1923,225388.26199
1924,179321
1925,203689.83776
1926,381908.13194
1927,136069.15205
1928,163657.60422
1929,125534.82761
1930,141478.89804
1931,147984.17471
1932,152253.0283
1933,196813.5067
1934,180143.96934
1935,170095.89576
1936,208746.17324
1937,184695.97941
1938,192947.41104
1939,179321
1940,198969.65351
1941,163893.31072
1942,185501.7326
1943,221941.82481
1944,410772.45387
1945,395577.65124
1946,179321
1947,337349.95239
1948,156565.22392
1949,256209.25063
1950,179467.76808
1951,253587.30822
1952,205946.76575
1953,155159.1815
1954,179321
1955,129693.85846
1956,179321
1957,160750.47695
1958,282940.50665
1959,141063.51868
1960,127298.63036
1961,125914.20245
1962,98720.001954
1963,103912.04086
1964,111401.30708
1965,150458.46881
1966,130099.92603
1967,272068.75876
1968,459410.37344
1969,393558.75795
1970,442240.88141
1971,542816.59504
1972,366686.14308
1973,286900.64049
1974,339263.82807
1975,514573.21109
1976,256361.41375
1977,350458.5
1978,384356.17555
1979,329609.3569
1980,204699.31058
1981,327382.02634
1982,203421.24256
1983,203421.24256
1984,176879.28956
1985,225676.92777
1986,198615.83795
1987,193591.49556
1988,178580.17289
1989,192721.32527
1990,211149.68455
1991,214172.27712
1992,218373.33028
1993,170491.36094
1994,250861.16734
1995,175816.14458
1996,243760.32622
1997,303483.8568
1998,298062.19887
1999,253335.70502
2000,288581.91331
2001,272679.32101
2002,232348.94869
2003,246257.08623
2004,264525.176
2005,213766.02667
2006,228064.94865
2007,240572.16415
2008,210014.36795
2009,207908.32551
2010,190172.91767
2011,160762.4438
2012,167469.28591
2013,185706.63297
2014,194605.22725
2015,197420.6596
2016,198867.02315
2017,197449.00994
2018,127881.92266
2019,131769.65316
2020,96127.340295
2021,107050.5434
2022,195870.65792
2023,157797.98559
2024,310307.60965
2025,376925.45215
2026,187510.35485
2027,172260.37534
2028,159504.82244
2029,165903.15173
2030,251183.66206
2031,200161.91424
2032,230211.44391
2033,240864.78978
2034,166743.68633
2035,208657.79583
2036,186786.87911
2037,188365.15257
2038,321356.82575
2039,201361.99807
2040,321347.6289
2041,292062.24464
2042,210682.80845
2043,180316.75256
2044,182540.42572
2045,186339.87003
2046,139304.73334
2047,145412.47767
2048,146702.82936
2049,146787.45053
2050,166414.13107
2051,111908.95693
2052,123760.62169
2053,147498.70691
2054,108629.66995
2055,151087.69635
2056,145883.14606
2057,122919.42529
2058,213682.86464
2059,139170.0046
2060,181313.20293
2061,166279.34606
2062,129869.83759
2063,113111.35121
2064,135807.7129
2065,109306.40134
2066,159748.42892
2067,179321
2068,147039.12412
2069,89392.225989
2070,110636.33487
2071,112569.38021
2072,147331.39421
2073,133198.942
2074,166533.68395
2075,160683.54847
2076,106828.36306
2077,147314.08138
2078,126120.67554
2079,136250.90584
2080,113995.67345
2081,127794.22903
2082,113482.33028
2083,157381.12041
2084,108199.61369
2085,125714.15233
2086,115914.97856
2087,131300.43252
2088,100601.13755
2089,91381.4942
2090,132801.7521
2091,122706.52249
2092,126277.02488
2093,127755.2777
2094,115017.26998
2095,132035.36857
2096,81513.004424
2097,103801.40005
2098,142988.35415
2099,68890.419405
2100,179321
2101,116440.42598
2102,124565.86973
2103,101063.82796
2104,162238.51498
2105,130174.58852
2106,179321
2107,194153.03435
2108,113617.08603
2109,124061.74345
2110,142355.10955
2111,120470.20782
2112,155330.10698
2113,138440.04677
2114,121795.53512
2115,162224.98149
2116,110812.65851
2117,162450.20187
2118,126021.65667
2119,110009.88312
2120,129302.56012
2121,179321
2122,126905.05056
2123,179321
2124,179321
2125,152966.33231
2126,172837.50114
2127,156362.97944
2128,127479.30412
2129,104198.46788
2130,130687.20504
2131,179321
2132,112695.30257
2133,121342.61563
2134,110636.22737
2135,96135.223368
2136,80563.317866
2137,105330.46639
2138,126458.24157
2139,144623.85547
2140,139533.66785
2141,144222.73015
2142,133260.11841
2143,145688.35798
2144,109603.59199
2145,138164.06418
2146,158033.51102
2147,143795.40937
2148,179321
2149,140475.66107
2150,209480.38972
2151,104153.85993
2152,163308.54053
2153,177201.16523
2154,86345.835707
2155,140023.11591
2156,295384.32498
2157,217300.67415
2158,229756.30378
2159,200284.77734
2160,171687.97348
2161,222847.00724
2162,399085.70548
2163,311953.81381
2164,229375.63668
2165,191878.3621
2166,151178.99485
2167,213461.33423
2168,199726.72134
2169,200300.38216
2170,218426.29897
